year,month,treasury1,treasury2,treasury3,treasury4,treasury5,treasury6,treasury7,treasury8,treasury9,treasury10,muni1,muni2,muni3,muni4,muni5,muni6,muni7,muni8,muni9,muni10,munirf1,munirf2,munirf3,munirf4,munirf5,munirf6,munirf7,munirf8,munirf9,munirf10
2009,7,0.5086,1.0195,1.5442,2.0475,2.5093,2.9199,3.2761,3.5787,3.8313,4.0384,1.3661,1.8256,2.2392,2.6117,2.9474,3.25,3.523,3.7693,3.9917,4.1927,0.6228,1.0113,1.4089,1.808,2.2018,2.5835,2.9068,3.2107,3.4846,3.7277
2009,8,0.5247,1.1091,1.6621,2.1665,2.6145,3.0039,3.3363,3.6155,3.8464,4.0345,1.1429,1.601,2.0176,2.3964,2.7409,3.0543,3.3395,3.5989,3.835,4.0499,0.724,1.0434,1.3842,1.737,2.0928,2.4436,2.7419,3.0256,3.2831,3.5131
2009,9,0.4296,0.9473,1.4698,1.9627,2.4079,2.7977,3.1308,3.4099,3.6399,3.8262,1.1367,1.547,1.9195,2.2577,2.5647,2.8434,3.0964,3.3261,3.5345,3.7237,0.5406,0.9064,1.2873,1.6746,2.0604,2.4371,2.7578,3.061,3.3354,3.5802
2009,10,0.4134,0.9444,1.4579,1.9344,2.3639,2.7422,3.0694,3.348,3.5818,3.7755,1.0868,1.5717,1.9993,2.3763,2.7085,3.0011,3.2587,3.4853,3.6845,3.8594,0.606,0.9826,1.3714,1.7644,2.1538,2.5328,2.8545,3.1577,3.4314,3.6748
2009,11,0.3326,0.8019,1.3056,1.7989,2.2566,2.6662,3.0232,3.328,3.5839,3.7956,0.94,1.4809,1.9557,2.3722,2.7373,3.0572,3.3372,3.582,3.7957,3.9819,0.5328,0.9249,1.3396,1.7627,2.1831,2.5913,2.9394,3.2656,3.5587,3.8178
2009,12,0.4032,0.8649,1.3763,1.8839,2.3574,2.7817,3.1513,3.4664,3.7303,3.9481,0.8719,1.3544,1.7891,2.1805,2.5327,2.8495,3.1342,3.3898,3.6192,3.8247,0.567,0.8944,1.2446,1.607,1.9721,2.3314,2.6372,2.9274,3.1903,3.4247
2010,1,0.3863,0.9254,1.4842,2.0176,2.5024,2.9284,3.294,3.6019,3.8574,4.0668,0.714,1.2453,1.7199,2.1435,2.5209,2.8565,3.1545,3.4186,3.6519,3.8576,0.4407,0.8001,1.1799,1.5699,1.9606,2.3437,2.6716,2.9822,3.2641,3.5161
2010,2,0.361,0.8473,1.3843,1.9141,2.405,2.842,3.2201,3.5403,3.8072,4.0264,0.7048,1.2046,1.6543,2.0586,2.422,2.7484,3.0412,3.3038,3.5389,3.7492,0.4727,0.8037,1.1769,1.5752,1.9842,2.3918,2.7477,3.0878,3.3992,3.6796
2010,3,0.4294,0.9453,1.4846,2.0016,2.4732,2.8897,3.2494,3.5551,3.8114,4.0242,0.7607,1.2498,1.6924,2.0926,2.4541,2.7803,3.0744,3.3392,3.5773,3.7911,0.5561,0.8634,1.2027,1.5616,1.9294,2.2962,2.6132,2.9174,3.1963,3.4482
2010,4,0.4843,1.0435,1.617,2.1504,2.6228,3.0294,3.3737,3.6621,3.902,4.1005,0.9056,1.4094,1.8596,2.2616,2.6202,2.94,3.2249,3.4784,3.7037,3.9037,0.6458,0.9973,1.3734,1.7613,2.1504,2.5312,2.8558,3.1617,3.4375,3.6819
2010,5,0.4241,0.8292,1.312,1.797,2.2462,2.6432,2.9837,3.2698,3.5068,3.7009,0.8929,1.3777,1.8103,2.1962,2.5402,2.8468,3.1199,3.363,3.5792,3.7712,0.6621,0.9695,1.3101,1.6702,2.0381,2.4036,2.7176,3.0169,3.2893,3.5328
2010,6,0.3829,0.7238,1.1699,1.6298,2.0602,2.4433,2.7745,3.0558,3.2922,3.4892,0.8206,1.317,1.7613,2.1588,2.5145,2.8325,3.1167,3.3706,3.5973,3.7996,0.6646,0.9619,1.2847,1.6231,1.9677,2.3101,2.6024,2.8822,3.1376,3.367
2010,7,0.337,0.6008,0.9831,1.4018,1.8116,2.1893,2.5249,2.8159,3.064,3.2729,0.9086,1.3218,1.6994,2.0448,2.3608,2.6503,2.9156,3.1589,3.3822,3.5873,0.7027,0.9753,1.2712,1.5806,1.8947,2.2055,2.4653,2.712,2.9341,3.1301
2010,8,0.303,0.4864,0.7888,1.1414,1.5021,1.8469,2.1629,2.4448,2.6915,2.9045,0.8447,1.1726,1.4881,1.7899,2.0774,2.3503,2.6087,2.8529,3.0832,3.3004,0.7494,0.9191,1.1306,1.3715,1.6304,1.897,2.1221,2.3419,2.5435,2.7245
2010,9,0.2961,0.4619,0.7564,1.1059,1.4658,1.8106,2.1268,2.4087,2.6551,2.8677,0.9417,1.2321,1.5152,1.7895,2.0541,2.3085,2.5523,2.7855,3.0082,3.2205,0.6551,0.8727,1.1268,1.4062,1.7003,1.9996,2.2554,2.5044,2.7341,2.9424
2010,10,0.2491,0.3376,0.5775,0.8953,1.2433,1.5922,1.9242,2.2299,2.5051,2.749,0.959,1.2657,1.5619,1.8464,2.1183,2.3774,2.6237,2.8571,3.0782,3.2872,0.8189,1.0098,1.2338,1.4782,1.7321,1.9862,2.1919,2.3867,2.5585,2.7058
2010,11,0.2839,0.4291,0.6949,1.0245,1.3801,1.7371,2.0802,2.4003,2.6929,2.9563,1.2399,1.489,1.7511,2.0198,2.2901,2.5585,2.8224,3.0801,3.3302,3.572,0.893,1.0551,1.2638,1.5055,1.7682,2.041,2.2739,2.5031,2.715,2.9071
2010,12,0.3269,0.6138,1.0418,1.506,1.9545,2.3641,2.7268,3.042,3.3131,3.5445,1.3055,1.6443,1.978,2.3028,2.6161,2.9162,3.2023,3.4739,3.731,3.9739,0.8551,1.1661,1.4951,1.8334,2.1728,2.5058,2.7852,3.0494,3.287,3.497
2011,1,0.3011,0.6,1.0508,1.5364,2.0017,2.4237,2.7954,3.1177,3.3948,3.6318,1.4414,1.8001,2.1501,2.4872,2.8088,3.1135,3.4008,3.6708,3.9238,4.1607,0.8584,1.1916,1.5418,1.9003,2.2589,2.6101,2.9068,3.1874,3.4406,3.6655
2011,2,0.333,0.7614,1.287,1.8021,2.2677,2.6741,3.0237,3.3229,3.5788,3.7978,1.3699,1.7681,2.142,2.4923,2.8199,3.1257,3.4111,3.6771,3.925,4.1559,0.8748,1.1784,1.5089,1.853,2.1996,2.5391,2.8232,3.0897,3.3267,3.5333
2011,3,0.2915,0.6781,1.1738,1.6705,2.1253,2.5255,2.8714,3.1681,3.4221,3.6396,1.3639,1.7134,2.0465,2.3634,2.6644,2.95,3.2207,3.4771,3.7199,3.9496,0.7545,1.0799,1.4255,1.7816,2.1395,2.4911,2.7891,3.0714,3.3265,3.5532
2011,4,0.2854,0.7116,1.2276,1.7317,2.1872,2.5849,2.9273,3.2204,3.4709,3.6852,1.1832,1.5833,1.9649,2.3262,2.6663,2.9852,3.2832,3.5609,3.8193,4.0593,0.7727,1.0961,1.4427,1.8009,2.1605,2.5126,2.8095,3.089,3.3395,3.5599
2011,5,0.214,0.5295,0.9543,1.4058,1.8407,2.2384,2.5911,2.8981,3.1621,3.3875,1.142,1.453,1.7609,2.0634,2.3586,2.6451,2.922,3.1889,3.4454,3.6914,0.8708,1.0727,1.3161,1.5885,1.8788,2.1766,2.4326,2.6832,2.9154,3.1267
2011,6,0.2068,0.4129,0.7568,1.1607,1.5767,1.9766,2.3451,2.6754,2.9656,3.2172,1.0288,1.3048,1.5913,1.8827,2.1745,2.4636,2.7473,3.0239,3.2922,3.5512,0.6255,0.8556,1.1234,1.4169,1.725,2.0378,2.3064,2.5673,2.8077,3.0256
2011,7,0.2152,0.4038,0.7342,1.1309,1.5457,1.9495,2.3255,2.6656,2.9666,3.229,0.7377,1.1255,1.4944,1.8445,2.1758,2.489,2.7845,3.0632,3.3258,3.5732,0.7213,0.9022,1.1346,1.4037,1.6964,2.0011,2.2671,2.5299,2.7757,3.0015
2011,8,0.1468,0.2213,0.431,0.7146,1.031,1.3536,1.6659,1.9581,2.2253,2.4656,0.8919,1.1757,1.4619,1.7473,2.0293,2.3058,2.5756,2.8375,3.0909,3.3353,1.035,1.1554,1.3191,1.5137,1.7283,1.9528,2.1378,2.3198,2.4859,2.6336
2011,9,0.138,0.2184,0.4011,0.6402,0.9046,1.1741,1.4357,1.6817,1.9079,2.1127,1.0973,1.2698,1.4713,1.693,1.9281,2.1711,2.4178,2.6649,2.9099,3.1509,1.2603,1.3366,1.4454,1.5773,1.7236,1.8763,1.9878,2.0957,2.1881,2.2634
2011,10,0.1681,0.2959,0.5205,0.7932,1.082,1.3667,1.6352,1.8809,2.101,2.2948,0.994,1.295,1.5902,1.8777,2.1559,2.424,2.6815,2.9283,3.1642,3.3896,0.8042,1.0317,1.2834,1.55,1.8226,2.0932,2.3144,2.5241,2.7106,2.8727
2011,11,0.1542,0.2447,0.4322,0.6731,0.9377,1.2058,1.4646,1.7064,1.9268,2.1242,1.0539,1.2968,1.5459,1.7984,2.0519,2.3046,2.555,2.8018,3.044,3.2809,0.9686,1.1322,1.3203,1.5238,1.7342,1.9438,2.1052,2.2565,2.3862,2.4931
2011,12,0.1564,0.2458,0.4272,0.6603,0.9167,1.1774,1.4301,1.6671,1.8841,2.0792,1.2294,1.336,1.4805,1.6551,1.8534,2.0697,2.2995,2.5389,2.7846,3.034,1.0839,1.1888,1.325,1.4832,1.6548,1.8316,1.9661,2.096,2.2094,2.3046
2012,1,0.1469,0.2242,0.3951,0.6207,0.8733,1.1339,1.3894,1.6318,1.856,2.0594,1.1561,1.2305,1.3433,1.4874,1.6564,1.8451,2.0492,2.2648,2.4887,2.7184,1.2458,1.3175,1.408,1.5103,1.618,1.7247,1.7842,1.8357,1.8682,1.8812
2012,2,0.1981,0.261,0.4146,0.624,0.864,1.1163,1.3682,1.6111,1.8393,2.0495,1.0737,1.1525,1.2676,1.4127,1.5822,1.7715,1.9763,2.1931,2.4189,2.6512,1.2317,1.3318,1.4572,1.5997,1.7514,1.9048,2.0129,2.1141,2.1968,2.2599
2012,3,0.2306,0.3508,0.5494,0.793,1.0577,1.327,1.5896,1.8381,2.068,2.2771,0.9326,1.1034,1.2936,1.4985,1.714,1.9368,2.1641,2.3936,2.6233,2.8518,1.1037,1.2071,1.3394,1.4912,1.6536,1.8186,1.9384,2.051,2.1446,2.2179
2012,4,0.2231,0.3021,0.469,0.6891,0.9373,1.1957,1.4518,1.6973,1.9268,2.1374,1.0495,1.1617,1.3077,1.4799,1.6724,1.8799,2.0983,2.3238,2.5538,2.7856,1.0177,1.1027,1.2236,1.3705,1.534,1.7054,1.8366,1.965,2.0785,2.175
2012,5,0.2265,0.2831,0.4155,0.5957,0.8031,1.0225,1.2432,1.4579,1.6615,1.851,1.0453,1.1349,1.258,1.4078,1.5791,1.7671,1.9679,2.1783,2.3955,2.6172,0.9304,0.992,1.0915,1.2191,1.3656,1.5223,1.6412,1.7596,1.8651,1.9558
2012,6,0.2354,0.3046,0.4255,0.5802,0.7553,0.9403,1.1278,1.3121,1.4892,1.6564,1.0824,1.1636,1.2826,1.4326,1.6074,1.802,2.0119,2.2336,2.4637,2.6998,1.1876,1.2516,1.3392,1.4429,1.5551,1.6689,1.7375,1.7997,1.8441,1.8698
2012,7,0.2159,0.2548,0.3538,0.4935,0.6589,0.8385,1.0236,1.2076,1.386,1.5554,1.0555,1.1321,1.2452,1.3886,1.5566,1.7444,1.9481,2.1639,2.3888,2.6203,1.1837,1.2351,1.3156,1.417,1.5311,1.6504,1.7277,1.8011,1.859,1.9
2012,8,0.2135,0.2631,0.3849,0.5525,0.7466,0.953,1.1614,1.3646,1.5578,1.7379,1.0247,1.1047,1.2205,1.3658,1.5353,1.7241,1.9284,2.1445,2.3695,2.6008,1.3039,1.3901,1.4947,1.6104,1.7305,1.8484,1.9179,1.9781,2.0182,2.0374
2012,9,0.2067,0.2371,0.3482,0.5126,0.7095,0.9235,1.1432,1.3601,1.5686,1.7648,0.9816,1.0874,1.2216,1.3788,1.5543,1.7441,1.9449,2.1538,2.3682,2.5861,1.1683,1.274,1.3952,1.5251,1.657,1.7849,1.8625,1.9291,1.974,1.9968
2012,10,0.2226,0.2668,0.3837,0.5489,0.7438,0.9542,1.1696,1.3823,1.5869,1.7798,0.9764,1.0446,1.1496,1.2853,1.4465,1.6285,1.8272,2.0393,2.2616,2.4917,1.0893,1.2645,1.4435,1.6211,1.7923,1.9519,2.0551,2.1419,2.2024,2.2369
2012,11,0.2184,0.2574,0.3654,0.5194,0.702,0.8997,1.1027,1.3038,1.4978,1.6812,0.9441,1.0099,1.1115,1.243,1.3993,1.5762,1.7697,1.9766,2.1939,2.4191,1.2373,1.3107,1.395,1.4848,1.5747,1.6592,1.6931,1.7162,1.7181,1.6988
2012,12,0.2021,0.25,0.3688,0.5343,0.7282,0.9366,1.1494,1.3591,1.5606,1.7504,1.1038,1.1686,1.2678,1.3957,1.5473,1.7184,1.9052,2.1046,2.3138,2.5303,1.1138,1.1829,1.2874,1.4174,1.5641,1.719,1.8342,1.9471,2.0457,2.1281
2013,1,0.1848,0.2546,0.4045,0.6044,0.8321,1.0716,1.3113,1.5433,1.7624,1.9653,1.0415,1.1074,1.209,1.3405,1.4969,1.6737,1.8673,2.0741,2.2914,2.5166,0.9462,1.0451,1.1763,1.3306,1.4994,1.6744,1.8081,1.938,2.0523,2.1493
2013,2,0.1876,0.2592,0.4165,0.6267,0.8661,1.1173,1.368,1.6101,1.8379,2.0483,0.9972,1.0678,1.1745,1.3112,1.4726,1.6543,1.8522,2.063,2.2836,2.5116,0.931,0.9972,1.0985,1.2255,1.3696,1.5226,1.6366,1.7494,1.8487,1.933
2013,3,0.183,0.2498,0.401,0.6055,0.8402,1.0881,1.3373,1.5794,1.8086,2.0215,0.9471,1.0327,1.1556,1.3093,1.4882,1.6872,1.9023,2.1298,2.3664,2.6097,0.9855,1.0812,1.2115,1.3666,1.5374,1.7154,1.8526,1.9866,2.1053,2.2067
2013,4,0.1664,0.2222,0.3494,0.5236,0.7264,0.9437,1.1652,1.3835,1.5931,1.7906,0.9461,1.0171,1.1264,1.2677,1.4356,1.6252,1.8325,2.0536,2.2856,2.5256,1.0239,1.1057,1.2217,1.3622,1.5182,1.6813,1.8037,1.9228,2.0266,2.1133
2013,5,0.1544,0.2469,0.4108,0.6189,0.8508,1.0921,1.3323,1.5643,1.7832,1.9861,0.9308,1.0128,1.1326,1.2837,1.4605,1.658,1.8721,2.099,2.3356,2.5791,1.006,1.0678,1.164,1.2855,1.4236,1.5702,1.6773,1.7829,1.8746,1.9509
2013,6,0.1707,0.3502,0.6141,0.9081,1.2038,1.4872,1.7512,1.9928,2.2112,2.4068,0.8899,1.1106,1.3491,1.5998,1.8582,2.1207,2.3845,2.6473,2.9073,3.1632,0.7584,0.9206,1.1258,1.3615,1.6166,1.8808,2.1047,2.3249,2.5281,2.712
2013,7,0.1502,0.3586,0.6898,1.0553,1.4119,1.7406,2.0346,2.2933,2.5187,2.7141,0.902,1.1388,1.4031,1.6846,1.9755,2.2701,2.564,2.854,3.1379,3.4141,0.7059,0.955,1.2341,1.5316,1.8375,2.1428,2.3991,2.6441,2.8656,3.0622
2013,8,0.1482,0.3756,0.7415,1.1435,1.5322,1.8861,2.1981,2.4685,2.7005,2.8985,0.6862,0.9883,1.3113,1.6463,1.9864,2.3266,2.663,2.9928,3.3141,3.6254,0.6924,0.9357,1.21,1.5046,1.8097,2.1165,2.3765,2.6271,2.856,3.0616
2013,9,0.1469,0.4231,0.8155,1.2286,1.6187,1.9688,2.2746,2.5378,2.7627,2.9541,0.6796,1.0072,1.338,1.6688,1.9972,2.3212,2.6391,2.9498,3.2524,3.5461,0.7255,0.9614,1.235,1.5342,1.848,2.1663,2.4402,2.7063,2.9518,3.1744
2013,10,0.1589,0.3483,0.6642,1.0265,1.3904,1.7324,2.0414,2.314,2.5507,2.7542,0.7682,0.9999,1.2594,1.5388,1.8315,2.1323,2.437,2.7423,3.0454,3.3445,1.1071,1.2153,1.362,1.5363,1.7279,1.9275,2.0865,2.2419,2.381,2.5018
2013,11,0.1496,0.305,0.6218,1.0045,1.3973,1.7697,2.107,2.4037,2.6597,2.8777,0.5586,0.8417,1.1445,1.4589,1.7789,2.0999,2.4182,2.7313,3.0371,3.3344,0.9592,1.1223,1.3112,1.5172,1.732,1.9479,2.1175,2.2789,2.4205,2.541
2013,12,0.1596,0.3524,0.7279,1.1628,1.5919,1.9844,2.3283,2.6217,2.8682,3.073,0.2891,0.6833,1.0753,1.4597,1.833,2.1928,2.5379,2.8674,3.1812,3.4794,0.9288,1.0405,1.2252,1.4631,1.7368,2.0314,2.2939,2.5577,2.8075,3.0392
